Grid_ID,Longitude,Latitude,Species_N_All,Species_N_Inf,So_Pi,Df_Pi,Co_Pi,Sk_Pi,Um_Pi,Ra_Pi,Cp_Pi,Pa_Pi,Ck_Pi
934,82.87541976,37.23025007,124,110,0.136363636,0.090909091,0.027272727,0.136363636,0.027272727,0.263636364,0.163636364,0.127272727,0.027272727
935,91.94489224,28.91084597,508,445,0.107865169,0.123595506,0.060674157,0.11011236,0.123595506,0.170786517,0.17752809,0.121348315,0.004494382
936,91.20835974,36.92706054,115,106,0.132075472,0.047169811,0.056603774,0.169811321,0.056603774,0.179245283,0.226415094,0.132075472,0
937,83.77449732,34.67072164,18,18,0.111111111,0,0.055555556,0.055555556,0.111111111,0.166666667,0.222222222,0.277777778,0
938,108.5117816,34.75086948,549,493,0.105476673,0.180527383,0.060851927,0.09127789,0.085192698,0.182555781,0.160243408,0.101419878,0.032454361
939,122.3468375,44.86735497,26,23,0.173913043,0.130434783,0.086956522,0,0.086956522,0.043478261,0.217391304,0.217391304,0.043478261
940,115.9045619,44.38785945,216,194,0.128865979,0.108247423,0.051546392,0.087628866,0.149484536,0.164948454,0.201030928,0.082474227,0.025773196
941,120.2783702,40.62507113,914,798,0.13283208,0.224310777,0.045112782,0.114035088,0.109022556,0.197994987,0.062656642,0.109022556,0.005012531
942,115.4209452,38.18639398,130,122,0.090163934,0.213114754,0.049180328,0.139344262,0.073770492,0.155737705,0.155737705,0.106557377,0.016393443
943,86.45587265,33.39344717,4,4,0,0.25,0,0,0,0,0.25,0.5,0
944,111.8895587,36.51577358,959,838,0.113365155,0.224343675,0.050119332,0.100238663,0.085918854,0.198090692,0.130071599,0.079952267,0.017899761
945,101.4059758,21.31201312,1145,952,0.099789916,0.24789916,0.032563025,0.129201681,0.055672269,0.25210084,0.042016807,0.140756303,0
946,99.13959795,23.54598677,2000,1719,0.108784177,0.255381035,0.03432228,0.104130308,0.086096568,0.248400233,0.062245492,0.098312973,0.002326934
947,106.3707603,32.93324614,1567,1364,0.103372434,0.229472141,0.053519062,0.100439883,0.08431085,0.198680352,0.120967742,0.090909091,0.018328446
948,75.65559994,37.31315463,192,171,0.128654971,0.099415205,0.070175439,0.122807018,0.064327485,0.257309942,0.157894737,0.087719298,0.011695906
949,93.46348566,37.24019925,29,26,0.115384615,0.038461538,0.076923077,0.076923077,0.038461538,0.230769231,0.384615385,0.038461538,0
950,81.57891672,40.63303567,45,41,0.097560976,0.12195122,0.073170732,0.12195122,0.048780488,0.243902439,0.219512195,0.024390244,0.048780488
951,92.13045339,28.03122446,1380,1169,0.150556031,0.152266895,0.059024808,0.081266039,0.112917023,0.20188195,0.152266895,0.076133447,0.013686912
952,103.606254,26.56068951,969,833,0.138055222,0.210084034,0.046818727,0.084033613,0.118847539,0.213685474,0.109243697,0.074429772,0.004801921
953,92.92195282,34.47414821,131,119,0.134453782,0.067226891,0.109243697,0.218487395,0.042016807,0.168067227,0.168067227,0.084033613,0.008403361
954,85.94335579,38.76243482,10,8,0.125,0,0.125,0,0.125,0.25,0.25,0.125,0
955,95.7359649,37.5135505,46,42,0.166666667,0.047619048,0.071428571,0.285714286,0.023809524,0.095238095,0.142857143,0.166666667,0
956,112.7435409,28.50343219,1146,1010,0.11980198,0.198019802,0.046534653,0.113861386,0.081188119,0.206930693,0.117821782,0.108910891,0.006930693
957,88.82403552,32.92506634,26,25,0.12,0.12,0.04,0,0.04,0.28,0.16,0.24,0
958,116.1493744,32.83178886,36,35,0.228571429,0.371428571,0.057142857,0.085714286,0.057142857,0.057142857,0.085714286,0.057142857,0
959,89.70641102,29.44438905,241,210,0.142857143,0.142857143,0.066666667,0.138095238,0.061904762,0.180952381,0.133333333,0.10952381,0.023809524
960,90.54037629,39.53231135,81,76,0.105263158,0.039473684,0.052631579,0.144736842,0.065789474,0.223684211,0.236842105,0.131578947,0
961,116.7446697,49.51672484,108,96,0.104166667,0.15625,0.041666667,0.083333333,0.114583333,0.1875,0.197916667,0.09375,0.020833333
962,108.5601527,32.09121179,3046,2644,0.116490166,0.220877458,0.061270802,0.087367625,0.106656581,0.198184569,0.100983359,0.094931921,0.013237519
963,118.1354869,30.93173522,861,748,0.106951872,0.203208556,0.04144385,0.114973262,0.089572193,0.21657754,0.10828877,0.109625668,0.009358289
964,89.49268423,30.31717017,50,49,0.163265306,0.081632653,0.102040816,0.020408163,0.020408163,0.204081633,0.163265306,0.244897959,0
965,104.3847369,30.1865594,299,266,0.146616541,0.157894737,0.030075188,0.093984962,0.086466165,0.236842105,0.131578947,0.109022556,0.007518797
966,90.45179941,28.15456994,24,22,0.090909091,0.045454545,0.045454545,0,0.181818182,0.227272727,0.318181818,0.045454545,0.045454545
967,112.1690221,43.57158435,223,208,0.149038462,0.139423077,0.028846154,0.139423077,0.096153846,0.168269231,0.163461538,0.105769231,0.009615385
968,107.6620671,25.82001777,1894,1613,0.146931184,0.250464972,0.060136392,0.080595164,0.099814011,0.185988841,0.052076875,0.119652821,0.00433974
969,108.6341432,27.63298021,2121,1821,0.123558484,0.244920373,0.05601318,0.080724876,0.114772103,0.192202087,0.081274025,0.099395936,0.007138935
970,113.9369013,32.03534752,705,615,0.097560976,0.235772358,0.053658537,0.102439024,0.076422764,0.177235772,0.112195122,0.139837398,0.004878049
971,100.956402,32.6501964,637,549,0.112932605,0.12568306,0.030965392,0.10564663,0.143897996,0.193078324,0.173041894,0.098360656,0.016393443
972,95.80354743,42.84276335,16,14,0.071428571,0.214285714,0,0,0.142857143,0.285714286,0.214285714,0.071428571,0
973,117.0774811,30.99983586,687,591,0.115059222,0.214890017,0.055837563,0.104906937,0.094754653,0.230118443,0.091370558,0.087986464,0.005076142
974,130.1027266,44.87673723,391,337,0.109792285,0.192878338,0.041543027,0.065281899,0.09495549,0.246290801,0.130563798,0.080118694,0.038575668
975,78.18126059,35.20694214,30,25,0.08,0.04,0.08,0.12,0,0.4,0.16,0.08,0.04
976,102.7480445,24.70094712,3639,3148,0.127700127,0.209021601,0.051143583,0.101016518,0.081639136,0.220139771,0.102287166,0.096251588,0.010800508
977,118.6474039,46.04071133,18,17,0.117647059,0.117647059,0,0.176470588,0.117647059,0.235294118,0.117647059,0.058823529,0.058823529
978,84.80956001,38.54521922,11,9,0.111111111,0,0,0,0.111111111,0.222222222,0.444444444,0.111111111,0
979,88.23000911,39.16733077,208,184,0.108695652,0.081521739,0.065217391,0.125,0.032608696,0.233695652,0.201086957,0.135869565,0.016304348
980,119.6247686,50.49682406,106,89,0.101123596,0.157303371,0.033707865,0.157303371,0.112359551,0.179775281,0.191011236,0.04494382,0.02247191
981,87.70554456,40.89521007,7,6,0,0.166666667,0,0.333333333,0,0.5,0,0,0
982,120.2664162,52.82463676,104,87,0.103448276,0.16091954,0.034482759,0.137931034,0.114942529,0.183908046,0.195402299,0.045977011,0.022988506
983,85.68657311,28.69488339,1584,1344,0.132440476,0.155505952,0.04985119,0.113095238,0.09077381,0.215029762,0.148065476,0.087053571,0.008184524
984,91.16366166,32.41081496,303,263,0.152091255,0.129277567,0.068441065,0.125475285,0.072243346,0.174904943,0.190114068,0.087452471,0
985,84.83693793,28.78385277,324,280,0.135714286,0.132142857,0.025,0.078571429,0.075,0.25,0.228571429,0.064285714,0.010714286
986,120.8008924,22.02263154,206,176,0.113636364,0.232954545,0.045454545,0.090909091,0.051136364,0.289772727,0.073863636,0.096590909,0.005681818
987,85.35184952,44.14320808,759,664,0.115963855,0.147590361,0.055722892,0.15813253,0.057228916,0.179216867,0.182228916,0.087349398,0.016566265
988,117.2319992,32.7720407,395,331,0.114803625,0.229607251,0.045317221,0.114803625,0.120845921,0.190332326,0.114803625,0.066465257,0.003021148
989,103.986404,22.50171603,201,171,0.157894737,0.356725146,0.029239766,0.076023392,0.046783626,0.187134503,0.011695906,0.134502924,0
990,92.45435136,41.60237456,17,15,0.066666667,0.2,0,0,0.133333333,0.266666667,0.2,0.133333333,0
991,88.11104595,35.52060225,28,27,0.111111111,0.111111111,0.037037037,0,0.074074074,0.259259259,0.222222222,0.185185185,0
992,120.539039,41.43395948,165,138,0.152173913,0.173913043,0.028985507,0.137681159,0.079710145,0.202898551,0.101449275,0.108695652,0.014492754
993,96.64934886,28.11119709,367,322,0.149068323,0.155279503,0.046583851,0.046583851,0.102484472,0.248447205,0.142857143,0.077639752,0.031055901
994,88.97268742,36.57460622,80,75,0.106666667,0.04,0.053333333,0.146666667,0.066666667,0.213333333,0.24,0.133333333,0
995,108.966082,18.70643139,1648,1400,0.126428571,0.288571429,0.024285714,0.113571429,0.065714286,0.207142857,0.047142857,0.127142857,0
996,107.3805855,42.32390759,35,32,0.15625,0.15625,0.03125,0.125,0.0625,0.34375,0.125,0,0
997,86.81175157,39.83127409,90,82,0.109756098,0.036585366,0.048780488,0.134146341,0.073170732,0.219512195,0.243902439,0.134146341,0
998,83.16501762,29.98838667,48,45,0.2,0.022222222,0.022222222,0.177777778,0.022222222,0.155555556,0.2,0.2,0
999,85.39619576,33.18053083,18,18,0.111111111,0,0.055555556,0.055555556,0.111111111,0.166666667,0.222222222,0.277777778,0
1000,114.9568699,31.1076067,1011,877,0.127708096,0.218928164,0.049030787,0.09350057,0.083238312,0.216647662,0.100342075,0.104903079,0.005701254
1001,104.9539801,38.2014492,1077,872,0.220183486,0.201834862,0.025229358,0.098623853,0.106651376,0.232798165,0.047018349,0.060779817,0.006880734
1002,114.0005083,44.91371154,8,8,0.25,0,0,0.375,0,0,0.125,0.25,0
1003,122.6713265,46.64457039,268,235,0.110638298,0.217021277,0.029787234,0.114893617,0.055319149,0.242553191,0.110638298,0.114893617,0.004255319
1004,118.2232407,31.81782443,677,590,0.13559322,0.213559322,0.047457627,0.101694915,0.079661017,0.213559322,0.098305085,0.101694915,0.008474576
1005,123.1911561,49.33129527,79,70,0.057142857,0.157142857,0.028571429,0.142857143,0.1,0.2,0.214285714,0.085714286,0.014285714
1006,106.7990309,23.138507,2119,1790,0.129050279,0.259217877,0.041340782,0.110055866,0.087709497,0.206703911,0.064804469,0.1,0.001117318
1007,113.1715001,40.03157006,526,474,0.101265823,0.194092827,0.040084388,0.101265823,0.073839662,0.227848101,0.132911392,0.109704641,0.018987342
1008,110.7194003,32.98525503,524,449,0.126948775,0.265033408,0.075723831,0.093541203,0.064587973,0.198218263,0.102449889,0.071269488,0.002227171
1009,91.36516579,31.53831693,109,98,0.091836735,0.12244898,0.051020408,0.163265306,0.071428571,0.193877551,0.193877551,0.112244898,0
1010,81.77365633,36.9868376,165,142,0.154929577,0.126760563,0.042253521,0.133802817,0.028169014,0.253521127,0.169014085,0.077464789,0.014084507
1011,120.1428603,52.67469571,105,87,0.103448276,0.16091954,0.034482759,0.137931034,0.114942529,0.183908046,0.195402299,0.045977011,0.022988506
1012,106.6629548,25.79428255,1321,1111,0.139513951,0.251125113,0.04320432,0.105310531,0.080108011,0.214221422,0.061206121,0.099909991,0.00540054
1013,86.42211056,29.7283105,37,32,0.0625,0.0625,0,0.21875,0.0625,0.125,0.28125,0.1875,0
1014,78.15464484,37.04059702,31,27,0.074074074,0.037037037,0.111111111,0.037037037,0,0.333333333,0.37037037,0.037037037,0
1015,101.910576,22.85746012,765,651,0.132104455,0.256528418,0.02764977,0.101382488,0.070660522,0.224270353,0.076804916,0.110599078,0
1016,104.3246738,31.07537496,1000,886,0.115124153,0.187358916,0.058690745,0.082392777,0.115124153,0.208803612,0.094808126,0.11738149,0.020316027
1017,119.6851856,44.17795348,172,161,0.080745342,0.161490683,0.068322981,0.080745342,0.068322981,0.223602484,0.186335404,0.111801242,0.01863354
1018,124.7665279,40.48269932,32,28,0.285714286,0.178571429,0.035714286,0.071428571,0.142857143,0.214285714,0.035714286,0,0.035714286
1019,83.80493448,44.7804677,85,70,0.157142857,0.228571429,0.042857143,0.157142857,0.042857143,0.185714286,0.042857143,0.128571429,0.014285714
1020,80.95781366,30.4812937,458,402,0.154228856,0.109452736,0.059701493,0.149253731,0.064676617,0.15920398,0.186567164,0.111940299,0.004975124
1021,81.64297405,34.18986237,29,27,0.074074074,0.037037037,0.111111111,0.111111111,0.074074074,0.185185185,0.222222222,0.185185185,0
1022,119.3918367,32.62362344,395,340,0.158823529,0.191176471,0.032352941,0.155882353,0.079411765,0.182352941,0.1,0.1,0
1023,119.1562847,49.60112872,267,228,0.087719298,0.179824561,0.048245614,0.127192982,0.105263158,0.188596491,0.153508772,0.078947368,0.030701754
1024,86.17358096,30.59408109,19,15,0,0.066666667,0,0.2,0.066666667,0,0.333333333,0.333333333,0
1025,91.78819424,44.22716743,8,8,0,0.375,0.125,0.125,0.125,0,0.125,0.125,0
1026,113.6967995,26.6828791,1163,998,0.138276553,0.255511022,0.041082164,0.083166333,0.079158317,0.231462926,0.071142285,0.097194389,0.003006012
1027,111.6953732,27.62851843,537,469,0.115138593,0.223880597,0.044776119,0.091684435,0.106609808,0.206823028,0.108742004,0.10021322,0.002132196
1028,108.6199597,28.52799804,996,850,0.144705882,0.221176471,0.071764706,0.094117647,0.104705882,0.18,0.085882353,0.088235294,0.009411765
1029,109.6012724,39.18328324,119,105,0.076190476,0.152380952,0,0.123809524,0.057142857,0.19047619,0.219047619,0.161904762,0.019047619
1030,76.69651063,37.5929566,82,67,0.134328358,0.059701493,0.059701493,0.104477612,0.119402985,0.28358209,0.134328358,0.089552239,0.014925373
1031,76.7509627,40.3232963,16,16,0.25,0.25,0,0.125,0,0.1875,0.1875,0,0
1032,118.3129038,32.7026449,516,446,0.121076233,0.217488789,0.051569507,0.109865471,0.085201794,0.192825112,0.123318386,0.089686099,0.00896861
1033,100.4355084,37.05879979,461,402,0.087064677,0.114427861,0.027363184,0.156716418,0.069651741,0.189054726,0.189054726,0.146766169,0.019900498
1034,115.5508525,39.95378576,1554,1333,0.112528132,0.1987997,0.04276069,0.106526632,0.077269317,0.204051013,0.135033758,0.104276069,0.018754689
1035,132.7317064,45.47688536,334,286,0.101398601,0.181818182,0.034965035,0.146853147,0.08041958,0.202797203,0.146853147,0.087412587,0.017482517
1036,126.9846652,48.02418209,270,239,0.10041841,0.154811715,0.020920502,0.19665272,0.071129707,0.175732218,0.179916318,0.087866109,0.012552301
1037,87.52757122,45.43131074,51,40,0.125,0.075,0.075,0.1,0.1,0.25,0.175,0.025,0.075
1038,96.20904274,28.6290112,427,367,0.144414169,0.158038147,0.040871935,0.0626703,0.114441417,0.247956403,0.136239782,0.068119891,0.027247956
1039,105.707695,24.85843999,3120,2666,0.127906977,0.248312078,0.039384846,0.100150038,0.088897224,0.209302326,0.07651913,0.106901725,0.002625656
1040,84.51302561,39.40152452,12,10,0.1,0.1,0,0,0.1,0.3,0.2,0.2,0
1041,115.1785407,34.65207523,91,82,0.12195122,0.231707317,0.06097561,0.109756098,0.109756098,0.219512195,0.048780488,0.097560976,0
1042,94.48039856,43.65009568,253,227,0.114537445,0.101321586,0.070484581,0.162995595,0.057268722,0.207048458,0.176211454,0.088105727,0.022026432
1043,109.9788712,20.59792403,77,70,0.128571429,0.342857143,0.042857143,0.114285714,0.057142857,0.142857143,0.057142857,0.114285714,0
1044,123.2720986,53.51262515,511,435,0.154022989,0.211494253,0.022988506,0.12183908,0.055172414,0.250574713,0.08045977,0.08045977,0.022988506
1045,126.1213987,44.48457644,105,91,0.054945055,0.186813187,0.043956044,0.098901099,0.065934066,0.208791209,0.230769231,0.087912088,0.021978022
1046,87.86277154,36.38379513,101,96,0.104166667,0.0625,0.052083333,0.114583333,0.072916667,0.21875,0.21875,0.15625,0
1047,99.97365705,40.58177289,72,64,0.171875,0.203125,0.0625,0.109375,0.015625,0.171875,0.171875,0.09375,0
1048,107.4572665,32.96081553,2000,1755,0.110541311,0.218233618,0.055840456,0.092307692,0.101424501,0.207407407,0.100854701,0.096296296,0.017094017
1049,122.1907154,43.98190392,67,59,0.186440678,0.254237288,0.033898305,0.050847458,0.101694915,0.152542373,0.169491525,0.033898305,0.016949153
1050,120.5359469,36.31247039,841,719,0.105702364,0.197496523,0.065368567,0.093184979,0.086230876,0.21418637,0.105702364,0.121001391,0.011126565
1051,99.29687945,36.96866155,288,262,0.106870229,0.095419847,0.053435115,0.15648855,0.06870229,0.183206107,0.194656489,0.133587786,0.007633588
1052,109.6580667,26.74359602,970,848,0.16509434,0.232311321,0.060141509,0.093160377,0.107311321,0.179245283,0.061320755,0.088443396,0.012971698
1053,93.47271428,31.85142135,548,462,0.145021645,0.103896104,0.069264069,0.134199134,0.090909091,0.20995671,0.145021645,0.088744589,0.012987013
1054,121.1887524,30.85199777,824,720,0.134722222,0.179166667,0.045833333,0.141666667,0.081944444,0.204166667,0.102777778,0.095833333,0.013888889
1055,112.1225652,44.99775321,93,88,0.159090909,0.193181818,0,0.147727273,0.102272727,0.125,0.170454545,0.102272727,0
1056,99.15723967,29.81746505,924,813,0.125461255,0.168511685,0.033210332,0.10701107,0.086100861,0.217712177,0.15498155,0.089790898,0.017220172
1057,115.8302632,43.49822155,375,341,0.117302053,0.114369501,0.055718475,0.131964809,0.099706745,0.15542522,0.175953079,0.134897361,0.014662757
1058,91.62905982,35.18827844,11,9,0.222222222,0,0,0,0,0.333333333,0.111111111,0.333333333,0
1059,84.56752234,35.75384813,17,14,0.214285714,0.071428571,0.071428571,0,0,0.285714286,0.214285714,0.142857143,0
1060,126.0982687,49.96411461,16,15,0.2,0,0.066666667,0.2,0,0,0.466666667,0.066666667,0
1061,112.6081707,24.00728323,1207,1041,0.147934678,0.260326609,0.027857829,0.091258405,0.077809798,0.196926033,0.086455331,0.110470701,0.000960615
1062,111.644667,24.93071781,1502,1309,0.158899924,0.245989305,0.038197097,0.084797555,0.093200917,0.195569137,0.076394194,0.101604278,0.005347594
1063,107.4848071,32.07352273,415,367,0.144414169,0.209809264,0.038147139,0.070844687,0.111716621,0.245231608,0.068119891,0.098092643,0.013623978
1064,130.3623627,45.75268431,83,72,0.041666667,0.194444444,0.083333333,0.055555556,0.069444444,0.236111111,0.222222222,0.097222222,0
1065,99.87894533,32.56467209,493,433,0.138568129,0.108545035,0.027713626,0.120092379,0.085450346,0.180138568,0.193995381,0.140877598,0.004618938
1066,88.68821586,29.25874134,491,430,0.16744186,0.134883721,0.062790698,0.123255814,0.081395349,0.155813953,0.155813953,0.1,0.018604651
1067,82.92184917,43.68412261,1061,925,0.125405405,0.175135135,0.054054054,0.08972973,0.102702703,0.211891892,0.147027027,0.073513514,0.020540541
1068,96.51593671,33.13001767,916,796,0.146984925,0.10678392,0.048994975,0.136934673,0.076633166,0.185929648,0.18718593,0.103015075,0.007537688
1069,98.02359211,37.74669108,160,140,0.114285714,0.178571429,0.035714286,0.135714286,0.107142857,0.2,0.157142857,0.057142857,0.014285714
1070,94.23394647,39.1296064,52,48,0.166666667,0.0625,0.041666667,0.229166667,0.020833333,0.104166667,0.270833333,0.104166667,0
1071,106.5590649,28.48457888,723,632,0.158227848,0.245253165,0.069620253,0.083860759,0.125,0.15664557,0.045886076,0.109177215,0.006329114
1072,85.6580612,43.27946636,157,137,0.109489051,0.145985401,0.087591241,0.124087591,0.051094891,0.255474453,0.131386861,0.087591241,0.00729927
1073,118.0707322,49.44985576,234,217,0.087557604,0.202764977,0.02764977,0.087557604,0.059907834,0.193548387,0.184331797,0.138248848,0.01843318
1074,82.40443325,41.73158522,313,272,0.154411765,0.154411765,0.029411765,0.154411765,0.029411765,0.180147059,0.176470588,0.095588235,0.025735294
1075,129.849541,44.00244868,515,440,0.095454545,0.177272727,0.054545455,0.093181818,0.1,0.204545455,0.156818182,0.106818182,0.011363636
1076,83.89900347,41.11375286,18,16,0,0.1875,0.0625,0.1875,0.0625,0.25,0.125,0.125,0
1077,89.48271142,47.52971836,158,136,0.117647059,0.154411765,0.066176471,0.088235294,0.110294118,0.227941176,0.161764706,0.066176471,0.007352941
1078,117.92384,39.8336847,537,465,0.094623656,0.215053763,0.034408602,0.113978495,0.066666667,0.23655914,0.129032258,0.096774194,0.012903226
1079,120.9480104,22.68029774,704,600,0.146666667,0.26,0.046666667,0.083333333,0.071666667,0.238333333,0.063333333,0.088333333,0.001666667
1080,93.64856201,30.97453234,257,213,0.159624413,0.051643192,0.093896714,0.145539906,0.093896714,0.17370892,0.154929577,0.089201878,0.037558685
1081,89.66705265,33.97632278,23,23,0.130434783,0.130434783,0.043478261,0,0.043478261,0.304347826,0.130434783,0.217391304,0
1082,118.8157506,27.29626555,1311,1127,0.142857143,0.245785271,0.049689441,0.094942325,0.07985803,0.188997338,0.08606921,0.106477374,0.005323869
1083,103.0415055,33.67701675,1211,1075,0.11627907,0.165581395,0.041860465,0.12744186,0.085581395,0.187906977,0.15627907,0.097674419,0.021395349
1084,108.6616531,25.83668946,1519,1292,0.163312693,0.234520124,0.061919505,0.080495356,0.102167183,0.189628483,0.067337461,0.095975232,0.004643963
1085,98.92418477,31.58695005,1226,1072,0.137126866,0.126865672,0.052238806,0.100746269,0.093283582,0.197761194,0.163246269,0.106343284,0.02238806
1086,89.38236068,39.35484933,82,76,0.105263158,0.052631579,0.052631579,0.144736842,0.065789474,0.210526316,0.236842105,0.131578947,0
1087,92.23772207,42.47620965,16,14,0.071428571,0.214285714,0,0,0.142857143,0.285714286,0.214285714,0.071428571,0
1088,92.60356774,30.82402204,100,86,0.069767442,0.104651163,0.034883721,0.197674419,0.093023256,0.23255814,0.151162791,0.104651163,0.011627907
